url,indicator
https://ca-times.brightspotcdn.com/dims4/default/2b23991/2147483647/strip/true/crop/1800x1200+0+0/resize/840x560!/quality/80/?url=https%3A%2F%2Fcalifornia-times-brightspot.s3.amazonaws.com%2F6a%2F88%2Fa2fb28dc4b699764a1e928fd6d0d%2Fhistory-of-the-world-part-2-1.jpg,N_OK
https://www.latimes.com/business/story/2023-03-05/social-security-survivor-benefits-can-be-confusing-heres-how-they-work,OK
https://www.latimes.com/entertainment-arts/tv/story/2023-03-04/chris-rock-netflix-special-selective-outrage,OK
https://ca-times.brightspotcdn.com/dims4/default/e570425/2147483647/strip/true/crop/4816x3211+0+0/resize/840x560!/quality/80/?url=https%3A%2F%2Fcalifornia-times-brightspot.s3.amazonaws.com%2F7c%2Fe7%2Fa9e5016744caa94a2935acae8c06%2Fla-photos-1staff-838136-fo-cooking-dates-recipes-2021-08.JPG,N_OK
https://www.latimes.com/california/story/2023-01-07/a-top-general-is-fired-from-the-scandal-plagued-california-national-guard,OK
https://peopleonthemove.latimes.com/,N_OK
https://www.latimes.com/california/story/2023-03-06/jury-awards-l-a-prosecutor-1-5-million-in-retaliation-suit-against-d-a-george-gascon,OK
https://www.latimes.com/entertainment-arts/story/2023-03-05/bruce-willis-wife-paparazzi-stop-yelling-dementia,OK
https://www.latimes.com/sports/dodgers/story/2023-03-06/dodgers-miguel-vargas-finger-injury-second-base,OK
https://ca-times.brightspotcdn.com/dims4/default/5b30a63/2147483647/strip/true/crop/840x560+0+0/resize/840x560!/quality/80/?url=https%3A%2F%2Fcalifornia-times-brightspot.s3.amazonaws.com%2Fd8%2F4b%2Ff75c6faa47b5ab7e8528d7901fed%2Fla-times-coupons.jpg,N_OK
https://www.latimes.com/bestcovery/?utm_source=on_site&utm_medium=flyout&utm_campaign=bestcovery,OK
https://ca-times.brightspotcdn.com/dims4/default/7f26842/2147483647/strip/true/crop/5568x3712+0+0/resize/840x560!/quality/80/?url=https%3A%2F%2Fcalifornia-times-brightspot.s3.amazonaws.com%2Fde%2Fd8%2Fb60bbcf942b086ed3b138f33ac22%2Fla-photos-1staff-465373-fo-0912-cooking-mrt-005.JPG,N_OK
https://www.facebook.com/latimes,N_OK
https://www.latimes.com/politics/story/2023-03-06/several-gop-states-pull-out-of-effort-to-thwart-voter-fraud,OK
https://www.latimes.com/brandpublishing/bestofthebest2022,OK
https://www.latimes.com/california/story/2023-03-05/la-black-church-struggles-to-find-answers-after-fire,OK
https://www.latimes.com/california/story/2023-03-05/firefighters-battle-to-save-victory-baptist-church,OK
https://www.latimes.com/food/newsletter/2023-03-05/make-ahead-salad-recipes-for-a-week-of-easy-lunches-cooking-editorial,OK
